episode,speakers,emotions,utterances,triggers
utterance_3800,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Joey', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Chandler', 'Joey']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'sadness', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral']","[""Hey, Kicky. What're you doing?"", ""Just trying to get comfortable. I can't sleep in my underwear."", ""Well, you're gonna."", ""I've been thinking. Y'know, about how I'm always seeing girls on top of girls..."", 'Are they end to end, or tall like pancakes?', ""Y'know what I mean, about how I'm always going out with all these women."", ""And I always figured, when the right one comes along, I'd be able to be a stand-up guy and go the distance, y'know?"", ""Now I'm looking at my dad, thinking..."", ""Hey, you're not him."", ""You're you."", ""When they were all over you to go into your father's pipe-fitting business, did you cave?"", 'No.', 'No.', 'You decided to go into the out-of-work actor business.', ""Now that wasn't easy, but you did it!"", 'And I\'d like to believe that when the right woman comes along, you will have the courage and the guts to say ""No thanks, I\'m married.""', 'You really think so?', 'Yeah. I really do.', 'Thanks, Chandler.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3801,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Joey', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Chandler', 'Chandler', 'Chandler', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'sadness', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'anger']","[""Hey, Kicky. What're you doing?"", ""Just trying to get comfortable. I can't sleep in my underwear."", ""Well, you're gonna."", ""I've been thinking. Y'know, about how I'm always seeing girls on top of girls..."", 'Are they end to end, or tall like pancakes?', ""Y'know what I mean, about how I'm always going out with all these women."", ""And I always figured, when the right one comes along, I'd be able to be a stand-up guy and go the distance, y'know?"", ""Now I'm looking at my dad, thinking..."", ""Hey, you're not him."", ""You're you."", ""When they were all over you to go into your father's pipe-fitting business, did you cave?"", 'No.', 'No.', 'You decided to go into the out-of-work actor business.', ""Now that wasn't easy, but you did it!"", 'And I\'d like to believe that when the right woman comes along, you will have the courage and the guts to say ""No thanks, I\'m married.""', 'You really think so?', 'Yeah. I really do.', 'Thanks, Chandler.', 'Get off!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3802,"['Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise']","['Hi.', 'Your Fettuccini Alfredo looks a little dry, did you use all your cheese?', 'When you say used, do you mean eat as a pre-cooking snack?', 'And the cream?', 'Cheese makes me thirsty.', ""Okay. Let's move on."", 'All right.', ""Oh! Something smells good over at Monica's station!  Oh my God! This is absolutely amazing! You've never made this before?""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3803,"['Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Monica', 'Monica']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral']","['Hi.', 'Your Fettuccini Alfredo looks a little dry, did you use all your cheese?', 'When you say used, do you mean eat as a pre-cooking snack?', 'And the cream?', 'Cheese makes me thirsty.', ""Okay. Let's move on."", 'All right.', ""Oh! Something smells good over at Monica's station!  Oh my God! This is absolutely amazing! You've never made this before?"", 'Oh no!', ""I don't know anything about cooking.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
utterance_3804,"['Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Monica', 'Monica', 'Monica', 'The Cooking Teacher']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral', 'neutral', 'joy']","['Hi.', 'Your Fettuccini Alfredo looks a little dry, did you use all your cheese?', 'When you say used, do you mean eat as a pre-cooking snack?', 'And the cream?', 'Cheese makes me thirsty.', ""Okay. Let's move on."", 'All right.', ""Oh! Something smells good over at Monica's station!  Oh my God! This is absolutely amazing! You've never made this before?"", 'Oh no!', ""I don't know anything about cooking."", ""I had to ask someone what it's called when the, when the water makes those little bubbles."", 'Well, hats off to the chef.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3805,"['Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Joey', 'The Cooking Teacher', 'Monica', 'Monica', 'Monica', 'The Cooking Teacher', 'Monica', 'The Cooking Teacher', 'Monica']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'joy']","['Hi.', 'Your Fettuccini Alfredo looks a little dry, did you use all your cheese?', 'When you say used, do you mean eat as a pre-cooking snack?', 'And the cream?', 'Cheese makes me thirsty.', ""Okay. Let's move on."", 'All right.', ""Oh! Something smells good over at Monica's station!  Oh my God! This is absolutely amazing! You've never made this before?"", 'Oh no!', ""I don't know anything about cooking."", ""I had to ask someone what it's called when the, when the water makes those little bubbles."", 'Well, hats off to the chef.', ""I-I-I'm sorry, your-your mouth was full, I didn't hear what you said. Umm, hats off to who now?"", 'The chef!', ""That's right.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
utterance_3806,"['All', 'Phoebe', 'Monica', 'Phoebe']","['neutral', 'neutral', 'neutral', 'joy']","['Hey, Pheebs.', 'Hey.', ""How's it going?"", ""Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.""]","[0.0, 0.0, 0.0, 1.0]"
utterance_3807,"['All', 'Phoebe', 'Monica', 'Phoebe', 'Phoebe']","['neutral', 'neutral', 'neutral', 'joy', 'neutral']","['Hey, Pheebs.', 'Hey.', ""How's it going?"", ""Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys."", ""So what's going on?""]","[0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3808,"['All', 'Phoebe', 'Monica', 'Phoebe', 'Phoebe', 'Monica', 'Ross', 'Chandler', 'Rachel', 'All']","['neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'disgust', 'disgust']","['Hey, Pheebs.', 'Hey.', ""How's it going?"", ""Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys."", ""So what's going on?"", ""Nothing, um, it's just, um... It's Roger."", ""I dunno, there's just something about..."", ""Basically we just feel that he's..."", 'We hate that guy.', 'Yeah. Hate him.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
utterance_3809,"['All', 'Phoebe', 'Monica', 'Phoebe', 'Phoebe', 'Monica', 'Ross', 'Chandler', 'Rachel', 'All', 'Ross']","['neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'disgust', 'disgust', 'sadness']","['Hey, Pheebs.', 'Hey.', ""How's it going?"", ""Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys."", ""So what's going on?"", ""Nothing, um, it's just, um... It's Roger."", ""I dunno, there's just something about..."", ""Basically we just feel that he's..."", 'We hate that guy.', 'Yeah. Hate him.', ""We're sorry, Pheebs, we're sorry.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
utterance_3810,"['All', 'Phoebe', 'Monica', 'Phoebe', 'Phoebe', 'Monica', 'Ross', 'Chandler', 'Rachel', 'All', 'Ross', 'Phoebe', 'Phoebe', 'Phoebe', 'All', 'Rachel']","['neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'disgust', 'disgust', 'sadness', 'neutral', 'neutral', 'neutral', 'disgust', 'sadness']","['Hey, Pheebs.', 'Hey.', ""How's it going?"", ""Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys."", ""So what's going on?"", ""Nothing, um, it's just, um... It's Roger."", ""I dunno, there's just something about..."", ""Basically we just feel that he's..."", 'We hate that guy.', 'Yeah. Hate him.', ""We're sorry, Pheebs, we're sorry."", 'Uh-huh.', 'Okay.', ""Okay, don't you think, maybe, though, it's just that he's so perceptive that it freaks you out?"", '...No, we hate him.', ""We're sorry.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3811,"['Ross', 'Joey', 'Ross']","['joy', 'joy', 'neutral']","['Hey!', 'Hey!', 'What are you doing?']","[0.0, 0.0, 1.0]"
utterance_3812,"['Ross', 'Joey', 'Ross', 'Joey']","['joy', 'joy', 'neutral', 'neutral']","['Hey!', 'Hey!', 'What are you doing?', ""I'm sending back all this stuff that Chandler bought out of guilt.""]","[0.0, 0.0, 1.0, 0.0]"
utterance_3813,"['Chandler', 'Joey', 'Chandler']","['fear', 'neutral', 'sadness']","['Yes that was mine.', ""Cause I figured you'd hooked up with some girl and she'd left it there."", 'Yes that would have made more sense.']","[0.0, 1.0, 1.0]"
utterance_3814,"['Chandler', 'Joey', 'Chandler', 'Joey']","['fear', 'neutral', 'sadness', 'anger']","['Yes that was mine.', ""Cause I figured you'd hooked up with some girl and she'd left it there."", 'Yes that would have made more sense.', ""Y'know, I-I don't even feel like I know you anymore man!""]","[0.0, 0.0, 0.0, 1.0]"
utterance_3815,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Joey']","['fear', 'neutral', 'sadness', 'anger', 'neutral']","['Yes that was mine.', ""Cause I figured you'd hooked up with some girl and she'd left it there."", 'Yes that would have made more sense.', ""Y'know, I-I don't even feel like I know you anymore man!"", ""All right, look, I'm just gonna ask you this one time.""]","[0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3816,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Joey', 'Joey', 'Joey']","['fear', 'neutral', 'sadness', 'anger', 'neutral', 'neutral', 'anger']","['Yes that was mine.', ""Cause I figured you'd hooked up with some girl and she'd left it there."", 'Yes that would have made more sense.', ""Y'know, I-I don't even feel like I know you anymore man!"", ""All right, look, I'm just gonna ask you this one time."", ""And whatever you say, I'll believe ya."", 'Were you, or were you not on a gay cruise?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3817,"['Ross', 'Emily', 'Ross']","['surprise', 'neutral', 'joy']","['She said what?', 'She said, ""If I\'m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""', 'Postpone it?']","[0.0, 1.0, 1.0]"
utterance_3818,"['Ross', 'Emily', 'Ross', 'Ross']","['surprise', 'neutral', 'joy', 'anger']","['She said what?', 'She said, ""If I\'m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""', 'Postpone it?', 'Emily, do you think Monica realises how much our parents spent on this wedding?']","[0.0, 0.0, 1.0, 1.0]"
utterance_3819,"['Ross', 'Emily', 'Ross', 'Ross', 'Ross', 'Ross']","['surprise', 'neutral', 'joy', 'anger', 'anger', 'neutral']","['She said what?', 'She said, ""If I\'m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""', 'Postpone it?', 'Emily, do you think Monica realises how much our parents spent on this wedding?', ""Do you my sister's teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?"", ""This isn't right.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3820,"['Ross', 'Emily', 'Ross', 'Ross', 'Ross', 'Ross', 'Emily']","['surprise', 'neutral', 'joy', 'anger', 'anger', 'neutral', 'sadness']","['She said what?', 'She said, ""If I\'m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""', 'Postpone it?', 'Emily, do you think Monica realises how much our parents spent on this wedding?', ""Do you my sister's teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?"", ""This isn't right."", ""I realize that people are going to be disappointed. But, I'm sure they'll come back when we can do it right.""]","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
utterance_3821,"['Ross', 'Emily', 'Ross', 'Ross', 'Ross', 'Ross', 'Emily', 'Ross']","['surprise', 'neutral', 'joy', 'anger', 'anger', 'neutral', 'sadness', 'anger']","['She said what?', 'She said, ""If I\'m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""', 'Postpone it?', 'Emily, do you think Monica realises how much our parents spent on this wedding?', ""Do you my sister's teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?"", ""This isn't right."", ""I realize that people are going to be disappointed. But, I'm sure they'll come back when we can do it right."", ""I can't ask people to do that? Would you ask people to do that?""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3822,"['Ross', 'Emily', 'Ross', 'Ross', 'Ross', 'Ross', 'Emily', 'Ross', 'Emily']","['surprise', 'neutral', 'joy', 'anger', 'anger', 'neutral', 'sadness', 'anger', 'anger']","['She said what?', 'She said, ""If I\'m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""', 'Postpone it?', 'Emily, do you think Monica realises how much our parents spent on this wedding?', ""Do you my sister's teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?"", ""This isn't right."", ""I realize that people are going to be disappointed. But, I'm sure they'll come back when we can do it right."", ""I can't ask people to do that? Would you ask people to do that?"", ""Don't you point your pants at me!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3823,"['Ross', 'Emily', 'Ross', 'Ross', 'Ross', 'Ross', 'Emily', 'Ross', 'Emily', 'Emily', 'Emily', 'Emily', 'Ross']","['surprise', 'neutral', 'joy', 'anger', 'anger', 'neutral', 'sadness', 'anger', 'anger', 'anger', 'anger', 'anger', 'neutral']","['She said what?', 'She said, ""If I\'m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""', 'Postpone it?', 'Emily, do you think Monica realises how much our parents spent on this wedding?', ""Do you my sister's teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?"", ""This isn't right."", ""I realize that people are going to be disappointed. But, I'm sure they'll come back when we can do it right."", ""I can't ask people to do that? Would you ask people to do that?"", ""Don't you point your pants at me!"", 'We have no choice!', ""Anywhere that's half-decent would've be booked months ago, Ross don't you understand?"", ""This is our wedding I'm talking about."", ""The only thing I understand is postponing it is not an option. This is when we're getting married.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3824,"['Ross', 'Emily', 'Ross', 'Ross', 'Ross', 'Ross', 'Emily', 'Ross', 'Emily', 'Emily', 'Emily', 'Emily', 'Ross', 'Emily', 'Ross', 'Emily', 'Ross']","['surprise', 'neutral', 'joy', 'anger', 'anger', 'neutral', 'sadness', 'anger', 'anger', 'anger', 'anger', 'anger', 'neutral', 'anger', 'neutral', 'anger', 'anger']","['She said what?', 'She said, ""If I\'m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""', 'Postpone it?', 'Emily, do you think Monica realises how much our parents spent on this wedding?', ""Do you my sister's teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?"", ""This isn't right."", ""I realize that people are going to be disappointed. But, I'm sure they'll come back when we can do it right."", ""I can't ask people to do that? Would you ask people to do that?"", ""Don't you point your pants at me!"", 'We have no choice!', ""Anywhere that's half-decent would've be booked months ago, Ross don't you understand?"", ""This is our wedding I'm talking about."", ""The only thing I understand is postponing it is not an option. This is when we're getting married."", ""So what are you saying? It's now or never?"", ""No. I'm saying it's now."", 'Or?', ""There's no \x91or' in mind. What is wrong with these pants?!!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3825,"['Ross', 'Emily', 'Ross', 'Ross', 'Ross', 'Ross', 'Emily', 'Ross', 'Emily', 'Emily', 'Emily', 'Emily', 'Ross', 'Emily', 'Ross', 'Emily', 'Ross', 'Emily', 'Emily', 'Emily', 'Ross']","['surprise', 'neutral', 'joy', 'anger', 'anger', 'neutral', 'sadness', 'anger', 'anger', 'anger', 'anger', 'anger', 'neutral', 'anger', 'neutral', 'anger', 'anger', 'anger', 'anger', 'anger', 'sadness']","['She said what?', 'She said, ""If I\'m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""', 'Postpone it?', 'Emily, do you think Monica realises how much our parents spent on this wedding?', ""Do you my sister's teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?"", ""This isn't right."", ""I realize that people are going to be disappointed. But, I'm sure they'll come back when we can do it right."", ""I can't ask people to do that? Would you ask people to do that?"", ""Don't you point your pants at me!"", 'We have no choice!', ""Anywhere that's half-decent would've be booked months ago, Ross don't you understand?"", ""This is our wedding I'm talking about."", ""The only thing I understand is postponing it is not an option. This is when we're getting married."", ""So what are you saying? It's now or never?"", ""No. I'm saying it's now."", 'Or?', ""There's no \x91or' in mind. What is wrong with these pants?!!"", ""It's not the pants."", ""It's you that is backwards."", ""And if, and if you don't understand how important this is to me, well then, perhaps we shouldn't get married at all!"", 'No, wait! Emily! No, wait, stop! Emily, please\x97']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
utterance_3826,"['Monica', 'Chandler', 'Monica']","['neutral', 'neutral', 'joy']","['Hi, honey.', 'See you later.', 'What? I-I bought groceries, I was gonna make you dinner!']","[0.0, 0.0, 1.0]"
utterance_3827,"['Monica', 'Chandler', 'Monica', 'Chandler']","['neutral', 'neutral', 'joy', 'anger']","['Hi, honey.', 'See you later.', 'What? I-I bought groceries, I was gonna make you dinner!', 'Well next time ask! Or at least wait for me to ask!']","[0.0, 0.0, 1.0, 1.0]"
utterance_3828,"['Monica', 'Chandler', 'Monica', 'Chandler', 'The Museum Official', 'Monica']","['neutral', 'neutral', 'joy', 'anger', 'neutral', 'surprise']","['Hi, honey.', 'See you later.', 'What? I-I bought groceries, I was gonna make you dinner!', 'Well next time ask! Or at least wait for me to ask!', ""Hi, this is Heldi from the Morgan Chase museum. I'm calling for Monica Geller."", 'Oh no!']","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3829,"['Monica', 'Chandler', 'Monica', 'Chandler', 'The Museum Official', 'Monica', 'The Museum Official', 'Monica']","['neutral', 'neutral', 'joy', 'anger', 'neutral', 'surprise', 'neutral', 'fear']","['Hi, honey.', 'See you later.', 'What? I-I bought groceries, I was gonna make you dinner!', 'Well next time ask! Or at least wait for me to ask!', ""Hi, this is Heldi from the Morgan Chase museum. I'm calling for Monica Geller."", 'Oh no!', ""I want to let her know that there was a cancellation and if she's still interested in having the Bing-Geller wedding at our facility, it is available"", ""Oh please, he didn't hear it! He didn't hear it!!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
utterance_3830,"['Monica', 'Chandler', 'Monica', 'Chandler', 'The Museum Official', 'Monica', 'The Museum Official', 'Monica', 'Chandler']","['neutral', 'neutral', 'joy', 'anger', 'neutral', 'surprise', 'neutral', 'fear', 'surprise']","['Hi, honey.', 'See you later.', 'What? I-I bought groceries, I was gonna make you dinner!', 'Well next time ask! Or at least wait for me to ask!', ""Hi, this is Heldi from the Morgan Chase museum. I'm calling for Monica Geller."", 'Oh no!', ""I want to let her know that there was a cancellation and if she's still interested in having the Bing-Geller wedding at our facility, it is available"", ""Oh please, he didn't hear it! He didn't hear it!!"", 'This is Chandler Bing! This is Chandler Bing!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
utterance_3831,"['Monica', 'Chandler', 'Monica', 'Chandler', 'The Museum Official', 'Monica', 'The Museum Official', 'Monica', 'Chandler', 'Monica']","['neutral', 'neutral', 'joy', 'anger', 'neutral', 'surprise', 'neutral', 'fear', 'surprise', 'anger']","['Hi, honey.', 'See you later.', 'What? I-I bought groceries, I was gonna make you dinner!', 'Well next time ask! Or at least wait for me to ask!', ""Hi, this is Heldi from the Morgan Chase museum. I'm calling for Monica Geller."", 'Oh no!', ""I want to let her know that there was a cancellation and if she's still interested in having the Bing-Geller wedding at our facility, it is available"", ""Oh please, he didn't hear it! He didn't hear it!!"", 'This is Chandler Bing! This is Chandler Bing!', 'NOOOO!!!!!!!!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3832,"['Susan', 'Ross', 'Susan', 'Ross']","['neutral', 'neutral', 'neutral', 'surprise']","['Yeah, all the time. I want the baby to know my voice.', 'Do you uh, do you talk about me?', 'Yeah, yeah, all the time.', 'Really?']","[0.0, 0.0, 1.0, 0.0]"
utterance_3833,"['Rachel', 'Monica', 'Monica', 'Monica']","['neutral', 'neutral', 'neutral', 'joy']","['What?', ""I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti."", 'All of a sudden, Leon, the manager, calls me into his office.', 'It turns out they fired the head lunch chef, and guess who got the job.']","[0.0, 0.0, 1.0, 1.0]"
utterance_3834,"['Rachel', 'Monica', 'Monica', 'Monica', 'Joey', 'Monica', 'Monica', 'Monica', 'Monica']","['neutral', 'neutral', 'neutral', 'joy', 'sadness', 'joy', 'joy', 'joy', 'neutral']","['What?', ""I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti."", 'All of a sudden, Leon, the manager, calls me into his office.', 'It turns out they fired the head lunch chef, and guess who got the job.', ""If it's not you, this is a horrible story."", 'Fortunately, it is me.', 'And, they made me head of purchasing, thank you very much.', 'Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.', ""Y'know, someplace nice.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3835,"['Rachel', 'Monica', 'Monica', 'Monica', 'Joey', 'Monica', 'Monica', 'Monica', 'Monica', 'Joey']","['neutral', 'neutral', 'neutral', 'joy', 'sadness', 'joy', 'joy', 'joy', 'neutral', 'neutral']","['What?', ""I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti."", 'All of a sudden, Leon, the manager, calls me into his office.', 'It turns out they fired the head lunch chef, and guess who got the job.', ""If it's not you, this is a horrible story."", 'Fortunately, it is me.', 'And, they made me head of purchasing, thank you very much.', 'Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.', ""Y'know, someplace nice."", 'Yeah, someplace nice.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3836,"['Rachel', 'Monica', 'Monica', 'Monica', 'Joey', 'Monica', 'Monica', 'Monica', 'Monica', 'Joey', 'Rachel']","['neutral', 'neutral', 'neutral', 'joy', 'sadness', 'joy', 'joy', 'joy', 'neutral', 'neutral', 'joy']","['What?', ""I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti."", 'All of a sudden, Leon, the manager, calls me into his office.', 'It turns out they fired the head lunch chef, and guess who got the job.', ""If it's not you, this is a horrible story."", 'Fortunately, it is me.', 'And, they made me head of purchasing, thank you very much.', 'Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.', ""Y'know, someplace nice."", 'Yeah, someplace nice.', 'Yeah!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
utterance_3837,"['Chandler', 'Ross', 'Chandler']","['neutral', 'joy', 'joy']","['So, what do you think?', ""I think It's the most beautiful table I've ever seen."", 'I know!']","[0.0, 1.0, 0.0]"
utterance_3838,"['Chandler', 'Ross', 'Chandler', 'Monica', 'Joey', 'Monica']","['neutral', 'joy', 'joy', 'neutral', 'joy', 'joy']","['So, what do you think?', ""I think It's the most beautiful table I've ever seen."", 'I know!', ""So how does this work, you going to balance the plates on these little guys' heads?"", ""Who cares, we'll eat at the sink! Come on, let's play!"", 'Heads up Ross!  Score!  You suck!']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3839,"['Monica', 'Joey', 'Monica', 'Monica', 'Monica', 'Monica', 'Joey']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy']","['Thank you. Just make yourself comfortable.', 'Gotcha.', ""This place is really my Grandmother's."", 'I got it from her when she moved to Florida, otherwise I could never afford a place like this.', ""So if the landlord ever asks, I'm 87 year old woman, who's afraid of her VCR."", 'So are you thirsty?', 'Oh, you bet I am!']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3840,"['Monica', 'Joey', 'Monica', 'Monica', 'Monica', 'Monica', 'Joey', 'Monica']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'surprise']","['Thank you. Just make yourself comfortable.', 'Gotcha.', ""This place is really my Grandmother's."", 'I got it from her when she moved to Florida, otherwise I could never afford a place like this.', ""So if the landlord ever asks, I'm 87 year old woman, who's afraid of her VCR."", 'So are you thirsty?', 'Oh, you bet I am!', ""Okay, here's your penis!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_3841,"['Larry', 'Phoebe', 'Larry']","['neutral', 'joy', 'joy']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?']","[0.0, 1.0, 0.0]"
utterance_3842,"['Larry', 'Phoebe', 'Larry', 'Phoebe']","['neutral', 'joy', 'joy', 'neutral']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.']","[0.0, 0.0, 1.0, 0.0]"
utterance_3843,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry']","['neutral', 'joy', 'joy', 'neutral', 'neutral']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?""]","[0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_3844,"['Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry', 'Phoebe', 'Larry']","['neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'disgust']","['Hey, ready for dinner?', 'Ooh, absolutely!', 'Great! How about you wanted to go the Italian place down on Bleaker Street right?', 'Ooh, I love that place!  So, no.', ""How about Mama Lisettie's?"", 'Enh. Sure!', 'I wonder how long that milk  has been setting out.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
